0.1,4.11458069196789,4.13746315838299,4.11607177023934,4.09076275551229,4.22009641555061,4.08349730984102
0.15,9.69139313645339,9.76572450167628,9.64288985278751,9.6877824934301,9.68703327655679,9.66781574583072
0.2,12.419996123091,12.6117723168351,12.528662985264,12.5021414281781,12.4724977131022,12.4577927325925
0.25,15.4754355506195,15.5460635965485,15.5533212632136,15.5606955359254,15.6196168927818,15.7710537241431
0.3,16.589527840436,16.4712121430698,16.4426511818815,16.5707054650503,16.5517757851859,16.6688327328954
0.35,16.6323510206561,16.6995745742574,16.8010218265302,16.5385045128263,16.7313851826258,16.8494867635958
0.4,18.4788541470039,18.520455998731,18.4553182436564,18.311110349819,18.369658995974,18.245913660117
0.45,17.1966402467952,17.3304896264531,17.3335388539371,17.5440939644333,17.3974173252012,17.110668611306
0.5,18.3071949110093,18.2921831572646,18.0717520353992,18.1219390163589,18.2178514743852,18.2735615325368
0.55,19.2857781919215,19.2557239120881,19.2252768426338,19.2535420389307,19.4248869220424,19.2133910157569
0.6,19.7139605116962,19.6970081042182,20.0077278354267,19.9479659479639,20.0701939851811,19.7244610712093
0.65,20.0386477399882,19.8672087784036,19.7648242994679,19.9164685504095,20.2773904788147,20.0652204806468
0.7,19.7676147253754,19.7983928974149,19.8838422847096,19.6774274653796,19.9010110751247,19.9320876287214
0.75,20.9129149618325,20.5612220577307,20.6356081910858,20.5393644962083,20.7964299692735,20.5136341356876
0.8,20.5870696919619,20.4992851133575,20.8270967690276,20.8791375692015,20.6851153057539,20.6211062462353
0.85,21.5580271160027,21.5724483982975,21.4087355993838,21.5945437828866,21.7364828383179,21.2731496161307
0.9,22.788485658588,22.8808787818382,22.8492270553278,22.7937817638257,23.3129106392913,22.8737886797604
0.95,21.7515449138329,21.7872562794963,21.778346686588,21.7389133837831,22.0062955815177,21.7258415081774
1,24.6127923684728,24.4407652062915,24.3658416995636,24.3505050317344,24.6061313559968,24.3347532834298
