292.5,292.5,292.5,292.5,292.5,292.5,0,0,0,0,0,0
292.5,292.5,292.5,292.5,292.5,292.5,0,0,0,0,0,0
292.5,292.5,292.5,292.5,292.5,292.5,0,0,0,0,0,0
292.5,292.5,292.5,292.5,292.5,292.5,0,0,0,0,0,0
292.5,292.5,292.5,292.5,292.5,292.5,0,0,0,0,0,0
292.5,292.5,292.5,292.5,292.5,292.5,0,0,0,0,0,0
292.5,292.5,292.5,292.5,292.5,292.5,0,0,0,0,0,0
292.5,292.5,292.5,292.5,292.5,292.5,0,0,0,0,0,0
292.5,292.5,292.5,292.5,292.5,292.5,0,0,0,0,0,0
292.5,292.5,292.5,292.5,292.5,292.5,0,0,0,0,0,0
292.5,292.5,292.5,292.5,292.5,292.5,0,0,0,0,0,0
292.5,292.5,292.5,292.5,292.5,292.5,0,0,0,0,0,0
292.5,292.5,292.5,292.5,292.5,292.5,0,0,0,0,0,0
292.5,292.5,292.5,292.5,292.5,292.5,0,0,0,0,0,0
292.5,292.5,292.5,292.5,292.5,292.5,0,0,0,0,0,0
292.5,292.5,292.5,292.5,292.5,292.5,0,0,0,0,0,0
292.5,292.5,292.5,292.5,292.5,292.5,0,0,0,0,0,0
292.5,292.5,292.5,292.5,292.5,292.5,0,0,0,0,0,0
292.5,292.5,292.5,292.5,292.5,292.5,0,0,0,0,0,0
292.5,292.5,292.5,292.5,292.5,292.5,0,0,0,0,0,0
292.5,292.5,292.5,292.5,292.5,292.5,0,0,0,0,0,0
292.5,292.5,292.5,292.5,292.5,292.5,0,0,0,0,0,0
292.5,292.5,292.5,292.5,292.5,292.5,0,0,0,0,0,0
292.5,292.5,292.5,292.5,292.5,292.5,0,0.28,0.4,0.4,0.28,0
292.68,293.29,293.63,293.63,293.29,292.68,0,0.28,0.4,0.4,0.28,0
292.86,294.09,294.76,294.76,294.09,292.86,0,0.28,0.4,0.4,0.28,0
293.04,294.88,295.89,295.89,294.88,293.04,0,0.28,0.4,0.4,0.28,0
293.22,295.68,297.02,297.02,295.68,293.22,0,0,0.13,0.13,0,0
293.28,295.94,297.4,297.4,295.94,293.28,0,0,0.13,0.13,0,0
293.34,296.21,297.78,297.78,296.21,293.34,0,0,0,0,0,0
293.36,296.3,297.9,297.9,296.3,293.36,0,0,0,0,0,0
293.37,296.33,297.94,297.94,296.33,293.37,0,0,0,0,0,0
293.37,296.34,297.96,297.96,296.34,293.37,0,0,0,0,0,0
293.37,296.35,297.97,297.97,296.35,293.37,0,0,0,0,0,0
293.37,296.36,297.99,297.99,296.36,293.37,0,0,0,0,0,0
293.38,296.39,298.03,298.03,296.39,293.38,0,0,0,0,0,0
293.4,296.47,298.15,298.15,296.47,293.4,0,0.28,0.4,0.4,0.28,0
293.58,297.27,299.28,299.28,297.27,293.58,0,0.28,0.4,0.4,0.28,0
293.76,298.06,300.41,300.41,298.06,293.76,0,0,0.13,0.13,0,0
293.82,298.33,300.79,300.79,298.33,293.82,0,0,0,0,0,0
293.84,298.42,300.92,300.92,298.42,293.84,0,0,0,0,0,0
293.86,298.51,301.04,301.04,298.51,293.86,0,0,0,0,0,0
293.88,298.59,301.17,301.17,298.59,293.88,0,0,0.13,0.13,0,0
293.94,298.86,301.54,301.54,298.86,293.94,0,0.28,0.4,0.4,0.28,0
294.12,299.65,302.68,302.68,299.65,294.12,0,0.28,0.4,0.4,0.28,0
294.3,300.45,303.81,303.81,300.45,294.3,0,0.28,0.4,0.4,0.28,0
294.48,301.24,304.94,304.94,301.24,294.48,0,0.28,0.4,0.4,0.28,0
294.66,302.04,306.07,306.07,302.04,294.66,0,0.28,0.4,0.4,0.28,0
294.84,302.83,307.2,307.2,302.83,294.84,0,0,0.13,0.13,0,0
294.9,303.1,307.57,307.57,303.1,294.9,0,0,0,0,0,0
294.92,303.19,307.7,307.7,303.19,294.92,0,0,0,0,0,0
294.94,303.28,307.83,307.83,303.28,294.94,0,0,0,0,0,0
294.96,303.36,307.95,307.95,303.36,294.96,0,0,0.13,0.13,0,0
295.02,303.63,308.33,308.33,303.63,295.02,0,0.28,0.4,0.4,0.28,0
295.2,304.42,309.46,309.46,304.42,295.2,0.13,0.57,0.81,0.81,0.57,0.13
295.56,306.01,311.72,311.72,306.01,295.56,0,0.28,0.4,0.4,0.28,0
295.74,306.81,312.85,312.85,306.81,295.74,0,0.28,0.4,0.4,0.28,0
295.92,307.6,313.98,313.98,307.6,295.92,0,0,0.13,0.13,0,0
295.98,307.87,314.36,314.36,307.87,295.98,0,0,0,0,0,0
296,307.96,314.48,314.48,307.96,296,0,0,0,0,0,0
296.02,308.05,314.61,314.61,308.05,296.02,0,0,0,0,0,0
296.04,308.13,314.74,314.74,308.13,296.04,0,0,0.13,0.13,0,0
296.1,308.4,315.11,315.11,308.4,296.1,0,0.28,0.4,0.4,0.28,0
296.28,309.19,316.24,316.24,309.19,296.28,0.13,0.57,0.81,0.81,0.57,0.13
296.64,310.78,318.5,318.5,310.78,296.64,0,0.28,0.4,0.4,0.28,0
296.82,311.58,319.63,319.63,311.58,296.82,0,0.28,0.4,0.4,0.28,0
297,312.37,320.77,320.77,312.37,297,0,0.28,0.4,0.4,0.28,0
297.18,313.17,321.9,321.9,313.17,297.18,0,0.28,0.4,0.4,0.28,0
297.36,313.96,323.03,323.03,313.96,297.36,0.15,-0,-0.14,-0.14,-0,0.15
297.78,313.87,322.64,322.64,313.87,297.78,0.15,-0,-0.14,-0.14,-0,0.15
298.19,313.78,322.25,322.25,313.78,298.19,0.15,-0,-0.14,-0.14,-0,0.15
